source,pre,ResuPred,post,Subj,MentalS,Obj,MentalO,Property,Transitivity,Varieties
qthjt.gov.cn,（ 二 ） 进一步 规范 交通 执法 程序 及 案卷 制作 ，,shi,每 名 执法 人员 都 会 制作 交通 执法 卷宗 ， 提高 办案 质量 。,,,,,,,
nen.com.cn,上海 远大 心胸 医院 终身 院长 孙 宝贵 教授 指出 ， “ 秋老虎 ” 这 种 闷热 、 高温 天气 ， 会,shi,人体 大量 出汗 ， 体内 水分 流失 ， 血液 黏稠度 升高 ， 致使 发生 血栓 、 心梗 等 心 血管 疾病 。,,,,,,,
nen.com.cn,另外 ， 高温 天气 会,shi,人体 出汗 过多 ， 血液 浓缩 ， 如果 未 能 及时 补充 水分 ， 容易 形成 血栓 。,,,,,,,
nen.com.cn,闷热 的 天气 还 会,shi,人 出现 情绪 波动 ， 使 人 心情 烦躁 、 心火 旺盛 ， 这 也 是 诱发 冠心病 突发 的 危险 因素 ， 这 段 时间 因 工作 劳累 缺乏 休息 的 年轻 人 尤其 要 警惕 心肌梗死 突然 来袭 。,,,,,,,
nen.com.cn,闷热 的 天气 还 会 使 人 出现 情绪 波动 ，,shi,人 心情 烦躁 、 心火 旺盛 ， 这 也 是 诱发 冠心病 突发 的 危险 因素 ， 这 段 时间 因 工作 劳累 缺乏 休息 的 年轻 人 尤其 要 警惕 心肌梗死 突然 来袭 。,,,,,,,
51tour.com,现在 全球 的 制造业 企业 ， 特别是 装备 制造 企业 都 在 研究 技术 、 研究 质量 、 研究 降低 成本 ， 研究 如何,shi,客户 更高兴 、 更 愿意 买 自己 的 产品 。 ”,,,,,,,
51tour.com,帕奎因 说 ： “ 我们 现在 能 研究 语言 的 进化 历史 ， 为 研究 疾病 搜索 基因组 等 ， 人们 之间 日益 紧密 的 关联 也 在,shi,我们 更 容易 被 研究 。 ”,,,,,,,
sdwu.edu.cn,党 的 委员会 在 确定 代表 大会 代表 名额 时 ， 要 从 个 地 实际 情况 出发 ， 既 要,shi,代表 具有 广泛 的 代表性 ， 以 充分 反映 广大 党员 群众 的 意见 ； 又 要 控制 会议 规模 ， 以便 于 讨论 决定 问题 。,,,,,,,
sdwu.edu.cn,党 的 地方 各 级 组织 和 基层 组织 召开 党代表 大会 ， 一般 都 应对 代表 构成 提出 要求 ， 即 通常 所 说 的 提出 代表 构成 的 指导性 比例 ， 其 目的 主要 是,shi,代表 的 构成 具有 一定 的 代人性 。,,,,,,,
lg9.cn,本 标准 引进 了 现代 结构 可靠性 设计 理论 ， 采用 以 概率 理论 为 基础 的 极限 状态 设计 方法 分析 确定 ， 即将 各 种 影响 结构 可靠性 的 因素 都 视为 随机 变量 ，,shi,设计 的 概念 和 方法 都 建立 在 统计 数学 的 基础 上 ， 并 以 主要 根据 统计 分析 确定 的 失效 概率 来 度量 结构 的 可靠性 ， 属于 “ 概率 设计法 ” ， 这 是 设计 思想 上 的 重要 演进 。,,,,,,,
i-jjj.com,此前 ， 有 业内 就 质疑 ， 如果 不 能 完善 对 加盟 商 服务 体系 的 管理 和 控制 这 一 环节 ， 一旦 经销商 曝出 质量 丑闻 ， 将,shi,企业 品牌 信誉 受累 。,,,,,,,
i-jjj.com,陈辉 说 ： “ 东易日 盛在 2006年 以前 ， 就 进行 了 战略 调整 ， 定下 了 这个 战略 ， 我们 成立 了 非常 先进 的 木作 工厂 ， 进入 精装 修 领域 也 很 快 得到 了 认同 ， 在 家 装 领域 里 带领 开发商 ，,shi,开发商 的 精装 修 品质 得到 一 个 提升 。 ”,,,,,,,
gswtd.com," 冲压 弯头 的 加工 是 借助于 常规 或 专用 冲压 设备 的 动力 ,",shi,"板料 在 模具 里 直接 受到 变形 力 并 进行 变形 , 从而 获得 一定 形状 , 尺寸 和 性能 的 产品 零件 的 生产 技术 板料 , 模具 和 设备 是 冲压 加工 的 三要素 冲压 加工 是 一 种 金属 自 推 自销 弯头 冷 变形 加工 方法 所以",,,,,,,
gswtd.com," 弯管 流量计 属于 差压式 流量 测量 系统 , 当 流体 通过 弯管 传感器 时 ， 由于 流体 受到 传感器 的 束缚 ， 迫使 流体 按照 弯 管 的 曲率 在 管道 中 作 类似 的 圆周 运动 ， 流体 产生 的 离心力",shi,传感器 的 内外 侧壁 产生 压力 孟村 弯头 差 。,,,,,,,
i-nb.net,想要 预防 妊娠 纹 ， 首先 要 避免 吃 过 多 的 油炸 食品 和 甜食 ， 可以 多 吃 蛋白质 含量 高 的 食物 ， 可以 帮助 改善 皮肤 肤质 ，,shi,皮肤 更 有 弹性 ， 从而 有效 减少 妊娠 纹 的 产生 。,,,,,,,
sdu.edu.cn,形式 理论 强调 要 采用 大脑 自然 生成 的 语言 材料 ， 即 以 所 研究 语言 为 母语 的 人 所 产生 的 语料 ， 这 就 往往,shi,研究者 和 语言 料 来源 合二为一 ， 使 语料 的 研究 分析 带有 个人 情感 和 倾向 ， 影响 了 语料 的 客观性 。,,,,,,,
sdu.edu.cn,形式 理论 强调 要 采用 大脑 自然 生成 的 语言 材料 ， 即 以 所 研究 语言 为 母语 的 人 所 产生 的 语料 ， 这 就 往往 使 研究者 和 语言 料 来源 合二为一 ，,shi,语料 的 研究 分析 带有 个人 情感 和 倾向 ， 影响 了 语料 的 客观性 。,,,,,,,
hrbust.edu.cn,在 安汶 环节 中 正方 四 辩 的 表现 十分 出色 ， 在 回答 问题 时 很 有 技巧 ， 在 提问 时 又 可以 轻松 地 让 对手 根 着 他 的 思路 走,shi,对方 不断 出错 。,,,,,,,
120ask.com,奶酪 又 称 干酪 ， 是 在 原料 乳中 加入 适当 量 的 乳酸菌 发酵剂 或 凝乳酶 ，,shi,蛋白质 发生 凝固 ， 并 加盐 、 压榨 排除 乳清 之后 的 产品 ， 10 公斤 左右 的 牛奶 才 能 制作 1 公斤 的 奶酪 。,,,,,,,
120ask.com,因为 维C 会,shi,这 两 种 食品 中的 蛋白质 凝成块 不 容易 吸收 ， 所以 要 在 吃枣 1 ～ 2 个 小时 后 ， 再 吃 高蛋白 食品 。,,,,,,,
120ask.com,<s> 专家 指出 ， 为了 解决 很多 生鲜 食品 加工 、 保存 和 运输 的 不便 ， 并 迎合 消费者 的 口味 ， 食品 界 研究 出 了 可以 乱 真的 人工 香料 ， 而且 在 产品 中 削减 了 天然 食品 中 的 苦 、 涩等 味道 ， 增加 甜味 ，,shi,加工 食品 比 天然 原料 产品 更 美味 。,,,,,,,
xdf.cn,例题 9 、 在 30mL 量筒 中 充满 NO2 和 O2 的 混合 气体 ， 倒立 于 水中,shi,气体 充分 反应 ， 最后 剩余 5 mL 气体 ， 求 原 混合 气 中 氧气 的 体积 是 多少 毫升 ?,,,,,,,
shimadzu-gl.com.cn,然而 ， 它 也 可能,shi,污染物 扩散 到 仪器 并 可 导致 氦气 泄漏 。,,,,,,,
cits01.com,当代 大 诗人 郭沫若 “ 太湖 佳 绝处 ， 毕竟 在 鼋头 ” 的 诗句 赞誉 ， 更,shi,鼋头渚 风韵 流扬 境内 海外 。,,,,,,,
chinanews.com,全球 经济 尤其是 发达 经济体 形势 好转 ， 也 将,shi,我国 进出口 保持 一定 规模 的 顺差 。,,,,,,,
phei.com.cn,过去 10 年 ， 无线 网络 设备 的 爆炸式 出现 更 是 拓展 了 互联网 的 领地 ，,shi,互联网 延伸 至 世界 的 每个 角落 。,,,,,,,
phei.com.cn,虽然 各地 带宽 不同 ， 但是 互联网 成 了 各行业 、 各 领域 的 中流 砥柱 ，,shi,全人类 的 联系 更 密切 。,,,,,,,
phei.com.cn,传统 媒体 担忧 信息 的 自由 传播 会,shi,其 丢失 饭碗 ， 政府 担忧 信息 的 自由 传播 会 使 其 失去 对 信息 和 传播 的 控制 ， 传统 的 信息 把关 人 纷纷 反对 互联网 技术 。,,,,,,,
phei.com.cn,传统 媒体 担忧 信息 的 自由 传播 会 使 其 丢失 饭碗 ， 政府 担忧 信息 的 自由 传播 会,shi,其 失去 对 信息 和 传播 的 控制 ， 传统 的 信息 把关 人 纷纷 反对 互联网 技术 。,,,,,,,
zsh.net.cn,良好 的 生产 、 生活 环境 、 丰富 多彩 的 文娱 生活 ，,shi,创维 大 家庭 充满 了 和谐 、 欢乐 和 战斗 的 激情 。,,,,,,,
cnnb.com.cn,砌石 、 建筑 、 道路 、 学校 修建 、 菜场 建设 等 57 个 工程 项目 的 7000多万 元 工程量 ， 在 招标 程序 、 标的 、 中标 、 审计 等 过程 进行 了 较为 系统 的 监督 ， 促进 了 工程 项目 的 真实性 、 公开性 和 公正性 ， 并,shi,总 工程 造价 综合 降低 了 24% 。,,,,,,,
cnnb.com.cn,为 适应 新 形势 对 人大 工作 的 要求 ， 高桥镇 人大 主席团 还 进一步 强化 了 自身 建设 ，,shi,人大 主席团 工作 更趋 经常化 、 制度化 和 规范化 。,,,,,,,
youkecn.com,在 清 王朝 的 鼎盛 时期 ， 清 统治者 把 “ 国语 骑射 ” 作为 一 项 基本 国策 ， 要求 满人 说 满语 ， 写 满文 ，,shi,满语 满文 得到 空前 推广 和 使用 。,,,,,,,
ddrb.cn,工作 落到 实处 ， 元宝 区 决定 以 县 前 街 为 试点 ， 通过 党员 监督 、 示范 带动 、 奖惩 并举 等 措施 把 其 打造 成 “ 门前 三 包 ” 管理 示范街 ， “ 包 环境 卫生 、 包 绿化 美化 、 包 公共 秩序 ” ，,shi,认真 履行 门前 市容 环境 卫生 责任 成为 沿街 各 单位 的 自觉 行动 。,,,,,,,
chinabaike.com,该 信号 将,shi,MAX 813L 复位 ， 同时 清零 看门狗 定时器 ， 使 RST 引脚 输出 高 电平 ， 将 单片机 复位 。,,,,,,,
chinabaike.com,该 信号 将 使 MAX 813L 复位 ， 同时 清零 看门狗 定时器 ，,shi,RST 引脚 输出 高 电平 ， 将 单片机 复位 。,,,,,,,
chinabaike.com,在 主程序 的 功能 模块 开始 处 记录 下 t0 、 t1 确 当前 值 ， 设置 计数器 的 计数 周期 ，,shi,之 小于 功能 模块 的 执行 时间 。,,,,,,,
chinabaike.com,可使 用上 拉 电阻 ， 将 总线 通过 5kΩ 电阻 R 接到 电源 ，,shi,其 在 瞬间 处于 稳定 的 高 电位 ， 从而 增强 抗干扰 能力 。,,,,,,,
chinabaike.com,在 静态 RAM 电路 中 ，,shi,电流 活动 印刷 线 跳板 的 各处 都 比较 均匀 ， 不 让 电流 变动 大 的 区域 在 印刷 电路板 各处 频繁 移动 。,,,,,,,
chinabaike.com,,shi,存储器 存取 瞬间 所 产生 的 噪声 电压 峰值 变小 。,,,,,,,
chinabaike.com,● 在 单片机 和 数模 转换器 之间 采用 光电 耦合 隔离 的 方法 ，,shi,各自 产生 的 高频 噪声 不 能 侵进 对方 。,,,,,,,
chinabaike.com,● 调整 各 级 电路 的 增益 分配 ， 在 各 级 运算 放大器 前 相应 地 接进 简易 低通 滤波器 ，,shi,噪声 在 传送 过程 中 不断 削弱 ， 同时 在 运放 电路 与 ADC 输进 电路 之间 加 一 个 抗 混 叠 滤波器 以 减少 运算 放大器 的 噪声 。,,,,,,,
chinabaike.com,由于 LED 的 接口 在 应用 时 ， 很 轻易 受到 其他 电子 设备 的 干扰 ，,shi,显示 内 轻易 发生 改变 ， 我们 还 需 对 其 进行 抗 干扰 设计 。,,,,,,,
chinabaike.com,源 部分 加进 双 电容 滤波 ， 然后 结合 软件 设计 ， 在 控制 脚 的 两 个 步骤 程序 之间 加进 一 段 延时 ，,shi,正常 信号 的 频谱 向 低频 部分 集中 ， 以 较好 地 通过 滤波 电容 控制 脚 所 要求 的 最 小 电平 宽度 。,,,,,,,
dzwchn.com,、 装饰 和 办公 设备 释放 的 有害 物质 是 引起 室内 污染 ， 也 有 可能 是 由于 夏季 和 冬季 人们 更 多 的 依赖 空调 降温 和 室内 采暖 ， 造成 室内 的 通风 状况 差 ， 室内 有害 气体 得不到 释放 和 置换 ， 严重 的 可以,shi,人 患病 ， 在 这 种 情况 下 我们 就要 安装 新风 换 气机 来 改善 我们 的 环境 ， 新风 换 气机 的 使用 可以 更换 我们 居住 室内 的 污染 空气 ， 保持 室内 空气 清新 ， 有效 解决 了 由于 不通风 造成 的 空气 质量 恶化 的 情况,,,,,,,
fengj.com,秦 大乾 每 年 都 要 引进 世界 领先 的 纺织 设备 ，,shi,产品 品质 、 花样 一直 在 同行 中 胜人一筹 。,,,,,,,
pckids.com.cn,庄 女士 乘坐 公交车 时 ， 因 急刹车,shi,其 摔倒 受惊吓 。,,,,,,,
tantuw.com,海外 工作 经验 和 丰富 的 人生 阅历,shi,其 更 注重 英语 与 实践 的 结合 。,,,,,,,
b2b.cn,原因 在于 打 乒乓球 时 眼睛 以 乒乓球 为 目标 ， 不停 地 远 、 近 、 上 、 下 调节 和 运动 ， 不断,shi,睫状肌 放松 和 收缩 ， 眼外肌 也 在 不停 地 收缩 ， 会 大大 促进 眼球 组织 的 血液 供应 和 代谢 ， 因而 能 行之有效 地 改善 睫状 肌的 功能 。,,,,,,,
tpy888.cn,极致 超窄 双边 拼缝 ； • 集成 多路 视频 信号 源 种类 ： DVI 、 HDMI 、 VGA 、 Y/C 、 Y/Pb/Pr 、 复合 视频 ； • 复合 视频 可以 环出 ； • 自动 色彩 平衡 调整 ； • 红外 和 RS 232 环 接 控制 ； • 快速 ID 设置,shi,现场 调试 更 方便 ； • 可 全 天 24 小时 持续 工作 ； • 内置 面板 工作 时 长 记录 和 显示 ； • 高 可靠性 设计 ， 智能 温控 风扇 降温 ， 主 处理器 70 ℃ 温度 上限 关机 保护 ， 温控 模式 可选 ， 温控 温度 可以 自主,,,,,,,
tpy888.cn,其中 ， 亮度 也,shi,衡量 液晶 拼接 好坏 的 一 个 重要 标准 ， 所以 ， 亮度 也 使 选择 液晶 拼接 需 考虑 的 一 个 重要 指标 。,,,,,,,
tpy888.cn,其中 ， 亮度 也 使 衡量 液晶 拼接 好坏 的 一 个 重要 标准 ， 所以 ， 亮度 也,shi,选择 液晶 拼接 需 考虑 的 一 个 重要 指标 。,,,,,,,
tpy888.cn,如果 在 大环境 中 安装 低 亮的 屏幕 ， 太 模糊 ， 会,shi,画面 显示 不 清楚 。,,,,,,,
jyb.cn,如果 我们 能 根据 学生 内在 的 兴趣 ，,shi,优秀 学生 这样 的 国家 核心 战略 资源 得到 保护 ， 该 有 多好 ！ ”,,,,,,,
jyb.cn,“ 校长 推荐 制 最终 还是 由 高校 制定 游戏 规则 ， 让 学生们 接受 公正 的 评判 ，,shi,少数 的 天才 、 怪才 、 偏才 等 人才 进入 专家 视野 。 ”,,,,,,,
cpd.com.cn,那么 如何,shi,交通 安全 管理 工作 不断 深入 、 更具 成效 呢 ？,,,,,,,
cpd.com.cn,为此 ， 山东省 公安厅 交警 总队 顺势 而为 ， 把 “ 深化 ‘ 五 进 ’ 宣传 、 倡导 文明 交通 ” 作为 宣教 工作 的 侧重点 和 突破口 ， 有 针对 性地 提出 了 开展 交通 安全 温馨 教育 的 理念 ， 从而,shi,交通 安全 宣传 教育 融入 了 浓厚 的 感情 色彩 ， 更 容易 接受 ， 更 能够 打 动人 。,,,,,,,
cpd.com.cn,很多 参与者 随 作品 寄来 了 热情 洋溢 的 信件 ， 对 交通 管理 工作 提出 了 宝贵 的 意见 和 建议 ，,shi,广大 交通 管理者 了解 到 了 人民 的 心声 ， 工作 更加 有的 放矢 。,,,,,,,
zwbk.org,历史 沧桑 ， 人世 变迁 ， 岁月 的 流逝,shi,这里 的 许多 道教 偶像 所剩无几 。,,,,,,,
sport.org.cn,有 人 说 刘哮波 是 幸运 的 ， 因为 他 在 适当 的 时候 取得 了 适当 的 成绩 赢得 了 适当 的 关爱 ； 有人说 刘哮波 是 “ 不幸 ” 的 ， 因为 他 的 迅速 崛起,shi,他 承担 了 超负荷 的 压力 与 责任 。,,,,,,,
ce.cn,成份股 调整 客 观上 会 影响 指数 基金 的 跟踪 精度 ，,shi,基金 公司 的 管理 操作 面临 更 大 挑战 ， 如何 在 复制 指数 的 同时 降低 成本 、 减少 市场 冲击 、 逐步 调整 组合 至 目标 结构 就 变得 非常 重要 。,,,,,,,
ce.cn,以前 ， 市场 格局 基本上 是 散户 资金 推动 型 的 行情 ， 绩差股 、 亏损 股 和 各 种 题材 股 涨幅 居前 ， 5.30 以后 ， 以 金融股 为 核心 的 蓝筹股 票 重新 赢得 市场 青睐 ， 市场 经历 了 惨烈 的 股价 结构 调整 ， 这 也,shi,指数 基金 在 此 轮 调整 中 经受 了 很 大 考验 。,,,,,,,
htxsq.com,环境 中 洗 本田 车 的 时候 ， 一定 要 注意 丰田 消声器 内部 是 最 容易 进水 的 ， 一定 要 注意 这 一 点 ， 当 发现 本田 消声器 进水 后 ， 我们 要 立该 启动 本田 车 的 发动机 ， 热 车 至少 10 分钟 ， 这样 尽可能,shi,本田 消声器 内部 的 积水 排出 ， 防止 本田 消声器 锈蚀 。,,,,,,,
wuchiba.com,血雨腥风 之中 倒下 了 无数 的 真正 英雄 ， 击碎 了 许多 无价 的 生命 辉煌 ， 他们 以 五千 年 长夜 中 亘古未有 的 荣光,shi,历代 风流 人物 黯然 失色 。,,,,,,,
ly169.cn,游人 进入 暗黑 的 溶洞 乘上 一 叶 由 绳索 牵引 的 轻舟 ， 破 水 前行 ， 前边 豁然 开朗 ， 满 天 繁星 闪烁 ， 熠熠生辉 ， 犹如 进入 一 个 童话 世界 ，,shi,人 浮想 联翩 ， 流连忘返 ！,,,,,,,
njxwyyl.com,同时 ， 调整 电梯 曳引 轮绳 和 绳头 组合 锥套 ，,shi,各 绳 之间 张力 一致 。,,,,,,,
chinadaily.com.cn,应该 相信 草根 阶层 的 智慧 ， 不要 把 听证会 变成 为 一 场 毫无 吸引力 的 简单 智力 游戏 ， 应该 把 更 宏大 的 背景 和 改革 建议 纳入 到 听证会 的 范围 中 来 ， 只有 这样 ， 才 能 最大 程度 地 降低 改革 的 成本 ，,shi,改革 获得 通盘 思考 的 机会 。,,,,,,,
seu.edu.cn,转向 正确 后 ， 升压 至 220V ，,shi,电机 起动 运转 ， 记录 此时 电机 转速 。,,,,,,,
seu.edu.cn,把 R 调至 最大 位置 ， 合上 开关 S1 ， 调节 直流 电源 及 R 阻值,shi,试验 电流 不超过 电机 额定 电流 的 20% ， 以防 因 试验 电流 过 大而 引起 绕组 的 温度 上升 ， 读取 电流值 ， 再 接通 开关 S2 读取 电压值 。,,,,,,,
seu.edu.cn,调节 R,shi,A表 分别 为 50mA ， 40mA ， 30mA 测取 三 次 ， 取其 平均值 ， 测量 定子 三 相 绕组 的 电阻值 ， 记录 于 表 1.10 中 。,,,,,,,
seu.edu.cn,（ 2 ) 把 交流 调压器 调至 电压 最小 位置 ， 接通 电源 ， 逐渐 升高 电压 ，,shi,电机 起动 旋转 ， 观察 电机 旋转 方向 。,,,,,,,
seu.edu.cn,（ 3 ) 保持 电动机 在 额定 电压 下 空载 运行 数 分钟 ，,shi,机械 损耗 达到 稳定 后 再 进行 试验 。,,,,,,,
seu.edu.cn,（ 2 ) 调压器 退至零 ， 合上 交流 电源 ， 调节 调压器,shi,之 逐渐 升压 至 短路 电 流到 1.2 倍 额定 电流 ， 再 逐渐 降压 至 0.3 倍 额定 电流 为止 。,,,,,,,
